של,56790901
את,54478109
על,41172873
לא,28350802
עם,18696062
זה,16852849
כל,15905867
הוא,15433939
או,13733657
גם,11964318
אני,10139131
כי,9735610
מה,9318747
יש,9178367
היא,8945464
אם,8468871
יותר,8086837
אבל,6714411
היה,6550143
בין,6208366
לי,5712397
כך,5555838
אחד,5491576
רק,5367638
הם,5271988
כדי,5164235
כמו,5143281
אין,5078263
עד,5074035
בית,4930907
ישראל,4821217
אל,4806704
עוד,4112476
לפני,4089896
זו,4067064
לו,4002076
אותו,3869101
ידי,3790623
כמה,3676715
מאוד,3626550
אשר,3616866
אך,3614958
שם,3614047
זאת,3541355
ניתן,3529251
שלי,3468717
הזה,3402927
יום,3384527
בו,3295156
כבר,3291591
מי,3120189
אז,3116008
שלנו,3104357
כאן,3078507
היום,3048825
שלך,3039975
אתה,3019531
איך,3005665
בן,2982029
האם,2973515
לכם,2946416
לנו,2923856
אביב,2910472
טוב,2876185
יכול,2849031
כן,2832555
שלו,2831318
לך,2812409
שנים,2663464
אחר,2617473
הרבה,2594704
אנחנו,2568319
אחת,2565165
אלא,2564938
דבר,2465484
זמן,2459043
שני,2446116
היו,2388288
אחרי,2378487
אפשר,2354693
אתם,2353019
מספר,2352687
לפי,2346206
צריך,2277006
שיש,2240591
אדם,2193028
קשר,2169337
עבור,2161403
דרך,2148311
שנה,2097900
חיים,2092258
אנשים,2064163
אותה,2040440
מידע,2016886
חלק,1990443
אנו,1983416
תל,1982301
להם,1978015
שלכם,1939766
אותם,1939372
עבודה,1915924
אף,1911500
לה,1905959
רוצה,1901490
בני,1887589
פי,1883337
אתר,1874848
יהיה,1871650
פעם,1858378
חדש,1856885
מקום,1824889
גדול,1822356
רבים,1778604
בה,1770452
הכי,1745267
ממש,1713341
אלה,1708058
חשוב,1705002
דין,1701909
למה,1699118
ראש,1663702
נוספים,1661280
ילדים,1656364
הייתה,1645527
דף,1624105
ספר,1613891
שלהם,1605778
בדרך,1595663
פשוט,1589536
ביום,1589470
אתרים,1579826
שלה,1576398
חדשות,1571931
הכל,1571816
הן,1571084
מן,1570956
כולל,1532164
נגד,1528247
שונים,1513782
חברת,1512557
עכשיו,1493230
בלבד,1483840
לב,1467068
אותי,1463624
אלו,1457408
אינו,1455902
משהו,1440568
העיר,1418713
רב,1414902
מדובר,1412194
מנת,1405586
אחרים,1401487
תמיד,1400638
תוך,1400302
בעל,1398095
ראשון,1393949
בעלי,1386748
בהם,1375106
שימוש,1370768
הזמן,1370119
דקות,1364522
אולי,1361331
ירושלים,1355666
שעות,1343877
מערכת,1324232
נראה,1314759
כלל,1312376
שירות,1309544
תודה,1308643
קשה,1308334
שמורות,1290983
קצת,1286502
אמר,1283422
דברים,1276610
עדיין,1273668
מול,1261389
יכולים,1234764
מקור,1225898
עצמו,1222474
משרד,1213854
עיצוב,1208882
עליו,1204602
מכל,1203799
בלי,1194450
פחות,1193617
נכון,1189254
בצורה,1187872
אפילו,1183220
חדר,1170384
בתי,1161585
בת,1155976
שוב,1139702
ימים,1135784
צילום,1135398
אומר,1129637
נוסף,1129145
שבו,1120196
טובה,1114746
אחרת,1100532
אי,1093825
חברה,1093622
מרכז,1093497
כפי,1091360
יחד,1087435
הייתי,1087433
רבות,1066957
חיפוש,1062764
כמעט,1053766
רוצים,1052625
פה,1043580
תגובות,1042776
קוד,1042543
האדם,1037996
מחיר,1034477
למרות,1033381
רכב,1032035
בר,1028092
כיצד,1027150
תגובה,1026114
כזה,1022252
נשים,1019458
יודע,1012001
שלום,998661
מדי,997891
בגלל,995923
הבא,979448
מעט,977586
טיפול,975944
חברות,975821
לחץ,965093
ועד,962084
חודשים,961373
לכן,960314
עמוד,959537
תמונות,957561
נמצא,946735
מס,946620
אצל,946554
שום,946309
איש,945290
חדשים,944480
שאלות,944023
מהם,936967
קטן,936498
כדאי,933978
חדשה,926230
הזו,924128
חשבון,922953
גבוהה,921637
בלתי,921333
יפה,918725
מלון,918579
הדרך,918342
תנאי,916044
יכולה,913331
חוק,913125
סוף,911083
ראשי,908648
מים,908551
שתי,903108
שירותי,902648
כולם,899202
אולם,898110
אודות,897679
משה,894543
אותך,889059
אוטובוס,880464
עושה,876863
כסף,876408
פעולה,876352
אותנו,876351
הרי,876205
כתב,872485
החל,867971
כתובת,863983
מאת,862495
מעל,862059
דעת,860258
איזה,859668
שונות,857048
לתת,856110
מלא,855195
רבה,854960
אישי,851695
גדולה,848983
אינה,847426
ביטוח,845354
מיליון,840717
תוכלו,838229
שבע,834433
הדבר,831773
עריכה,831530
ניהול,829690
פרק,824158
דוד,820128
ספרים,814907
עושים,811775
חינם,811181
מעבר,804046
עולם,800717
מדיניות,799910
מאמרים,792124
עסקים,791268
רמת,790263
תהיה,790246
צורך,789088
כלי,788709
קו,785450
תחת,781929
יד,779079
פעילות,778591
מוצרים,777052
חיפה,776636
ממנו,775738
תוכן,771349
פנים,770784
קודם,770337
גן,767061
אירועים,766046
חוות,762072
כגון,759931
בניית,759233
שכל,748577
מגוון,746445
ים,744588
אור,740649
שאתה,740200
ברור,739790
מומלץ,739561
מצב,737759
קישורים,737040
אוכל,731873
מקצועי,729339
עולה,727732
צור,726898
אליו,726192
משחק,725028
צריכים,723986
בשל,719143
אחרות,717618
ספק,717335
זכויות,716489
אישית,715758
פעמים,715285
עצמי,711749
יהודה,710752
הגיע,703089
עובד,699467
דווקא,696270
פרטי,695903
שבת,693890
לקוחות,693285
די,686536
מנהל,680286
זהו,678453
שאתם,678381
אנשי,677264
תהליך,674369
לקראת,673533
רוב,670708
סוג,669368
פרטים,668790
מיוחד,665129
ניסיון,665079
מכן,664014
מלונות,664002
לקחת,662944
מזה,660489
צוות,660467
קבלת,659012
עובדים,654472
אתכם,654271
חובה,653959
משפחה,651400
קל,649309
ערך,648614
נושא,648125
אינם,647876
יוסף,647802
סקס,647572
שקל,647235
בריאות,643346
ערב,642271
כללי,641358
שבוע,640122
נוספות,639776
לבן,638719
המשך,638668
פורסם,637095
ידע,634359
גדולים,634037
רבי,633703
משפט,633043
בשם,632433
עורך,631569
יעקב,631567
סעיף,631210
מתאים,630266
שכן,629838
פרסום,629786
שאלה,628887
מערכות,627562
בא,623422
שיער,622355
שעה,621976
סיפור,621145
הסרט,620823
גוף,619695
שינוי,619570
לומר,617622
מחדש,612841
כהן,612452
מגיע,609122
חבר,606563
נוספת,606517
רואה,605757
יצחק,603963
ימי,603051
יודעים,602153
מדוע,601713
מספיק,601129
שלושה,599858
קידום,598352
דולר,598279
הכנסת,597997
שנות,596549
גבוה,595341
אינטרנט,594969
פתח,591589
כניסה,589580
משנה,589398
מאשר,583878
ספורט,578382
איכות,578302
למעלה,578081
עליה,578000
שבה,575036
גיל,574529
מישהו,573562
שמן,570023
יהיו,569800
אפשרות,568531
יצא,567498
דירה,567366
להלן,567082
שונה,566416
מסלול,565064
קיים,564148
טובים,563129
הרכב,562187
נסיעה,561623
תרבות,560602
ככה,559305
חברים,558431
שחור,558245
אלקטרוני,557886
לחצו,557048
עניין,556830
תוצאות,555954
הללו,555197
צריכה,554158
כוח,553719
באר,552157
רשת,551367
פרטיות,551102
שינויים,550961
אכן,549470
תורה,549314
המון,549192
פרשת,544562
חושב,542244
לוח,540898
אהבה,540452
יצירת,540381
תמונה,540195
קצר,539533
קטנים,539075
ייעוץ,538837
עליהם,538533
אירוע,538261
דק,538175
הנה,538012
אלף,537909
חייב,537136
מבין,535818
מלאה,532729
שנת,531801
שר,531644
קורס,531430
שוק,530505
עצמה,529751
עיר,529344
מיוחדים,529249
כלים,528285
רגע,528180
חודש,527925
יפו,527812
למען,523769
מקצוע,520437
חצי,520264
שלמה,519620
שלוש,518239
וידאו,517756
לעומת,516722
רחב,516109
לוקח,515245
אצלנו,513472
סרט,513034
תוכנית,511667
חינוך,511564
יהודי,510384
השם,509946
כה,509927
כפר,509880
פיתוח,509783
אלי,507875
לאומי,507598
פני,507178
מפני,506434
אוהב,505830
קפה,505752
חוץ,505693
בוקר,504957
מרחק,504323
תואר,503289
העסק,503005
נגישות,501909
בגין,501686
בסיס,501436
איפה,501192
תקשורת,498844
חברי,498645
מיני,498213
שקלים,498133
בעיה,496734
חי,495343
אותן,495247
מדינת,494890
ראה,494542
מעולה,493549
לילה,492605
תרגום,491814
משחקי,491002
הקשר,490478
משחקים,488395
היטב,486543
עבר,485545
תשלום,481251
עורכי,481089
כלפי,480017
אחריות,479176
שווה,477039
אישה,476857
עסק,475137
אמנם,474475
קטנה,474057
דואר,473904
מאות,473755
עץ,472776
הודעה,472726
מקרה,472434
נתניהו,472159
סוגי,471021
תגיות,469985
שיווק,469637
מתי,468691
אהבתי,468685
מוצרי,467952
מילים,467751
לגמרי,466613
קורה,466507
שיתוף,466167
מעניין,465149
ילד,464025
שניתן,463455
יוצא,463251
אזור,462367
הולך,460786
מכבי,460432
רשימת,459178
קבוצת,458447
הפנים,457143
דירות,455501
חדרים,455428
לימודי,454488
היתר,454111
עשה,454080
מגיעים,452474
ארץ,451405
מיד,451296
דרכים,450993
בעיות,450562
הבאה,449553
תקווה,448991
דומה,448646
בזה,448644
חולים,448487
מהווה,448368
משתמשים,447888
ביקורת,447445
עלי,447297
עלינו,445893
דפים,444595
בהן,444193
סדר,443577
ערוץ,443332
מבלי,443115
ברק,442448
לוי,442345
נקודות,442159
נעשה,441967
אברהם,441850
עצמם,440629
יורק,439974
בטוח,439874
רשות,439524
ישראלי,439154
שלח,439102
ראו,436671
אלינו,436548
השאלה,436259
ארגון,436219
הסכם,435957
הרשמה,435324
יהודים,435319
טלפון,435271
אנא,435250
מלחמת,433378
מפת,431314
לחלוטין,430771
עבודות,429706
חד,429406
רואים,428476
מזון,427382
עשרות,425871
כמות,425848
מחקר,424385
מקומות,424301
הפעם,422772
עומד,422565
משתמש,422507
חזרה,422034
אלפי,421729
ישנם,420457
שירותים,418953
מחירים,418742
חוסר,417462
מראה,417190
מציע,415387
אישור,415230
עקב,414743
תיקון,413603
מחוץ,413135
זוג,413117
לימוד,412839
ביצוע,412421
העם,412048
בקשה,410856
ציצים,410759
יודעת,409128
דיני,408868
נושאים,407887
הולדת,407371
חיי,407337
היינו,406206
אוהבת,406171
עונה,405908
יחסית,405041
טיול,403811
מתחת,403230
מין,403150
ניתוח,402281
קרן,401540
יכולת,401231
תכנית,400887
אחרונים,400434
שאת,400234
צבע,399877
הצג,399816
עברית,398873
גרם,398713
ייתכן,398526
שיחה,398399
ציוד,397919
חג,397688
ציון,397538
הוסף,397404
הודעות,396810
כיוון,393600
נוער,393299
שלישי,393247
אבי,392733
נתונים,392677
קרה,391670
ממנה,390584
קרוב,389836
רפואי,389681
חומר,389605
כתבות,389196
פסק,388913
מאיר,388735
רוח,388413
הליכה,388061
מקצועית,387855
עיניים,387653
בלוג,385775
שיר,384843
מדינה,384794
אחרונות,383913
שינה,383593
סרטים,383097
אמת,383010
דם,382349
תחום,382230
אוויר,382012
גודל,381607
ארכיון,380624
יוצרים,379451
מוזמנים,379398
קילומטר,379131
מפות,379094
דרום,378786
רחוב,378522
גבר,377951
שכר,377724
ארצות,377712
כרטיס,376332
כיף,374005
מוצר,373663
כושר,372736
חשמל,372556
ארוך,372394
טבעי,371880
בנק,371753
גורם,371695
יחסי,371501
חנות,371489
שבועות,371131
לבנות,370396
אומרים,370302
סתם,369853
לבד,369054
מדהים,368523
כזו,367648
אומרת,367609
מקבל,366638
רקע,365768
בעלת,365526
מידי,365408
ישירות,365094
מנסה,364643
דברי,364415
מסך,364253
אליה,363912
תפריט,363345
שיניים,361891
עריכת,361833
הר,361438
קרא,361241
בנו,359971
חזק,359943
רכבת,359838
פורום,359635
מהר,359507
מתן,359216
ציבורית,358638
זכות,358357
המלך,357772
עין,357479
מצווה,357318
שיעור,356721
תמיכה,356350
משמעותי,356022
מבחינת,355909
מטעם,355541
חדרי,355445
אוהבים,355440
טיפים,355354
מדינות,355198
פתרונות,354952
מיוחדת,354691
פורנו,354136
מר,353923
קיבל,353307
סביב,353154
ביניהם,352616
שירים,352483
הגיעו,352394
דן,352353
במה,351848
ועדת,351750
ראשונה,351410
עלה,350817
הוראות,349959
ספרי,348861
מאפשר,348142
קבוצות,347928
ענק,347860
נמצאים,347499
סבא,347439
צעיר,347413
השבת,347119
מתחיל,347087
חייבים,346831
פתרון,346758
נמצאת,346681
שמש,346557
מדריך,346301
שנתיים,346111
קיימת,345827
נתן,345784
נכתב,345676
קול,345297
בואו,345020
