של,74641565
את,69835058
על,51535935
לא,37013163
עם,23385649
הוא,21755267
זה,20999811
כל,18088104
או,17181270
גם,16814833
כי,13812338
היא,12740845
יש,11810006
אם,11543612
אני,11308587
מה,11283707
יותר,10906060
אבל,9421249
היה,8680521
בין,8466909
כך,7662295
הם,7587156
כמו,7369594
רק,7307588
אחד,7281897
עד,6929005
אין,6554222
כדי,6417693
לי,6295954
ישראל,6104237
לו,6092101
אל,5725104
זו,5481662
עוד,5469173
אותו,5363464
אך,5305954
ידי,5169664
אשר,5150983
בית,5106401
יום,5030804
לפני,4978454
זאת,4891200
שם,4834048
בו,4744566
מאוד,4715790
הזה,4461177
אלא,4443676
כבר,4347843
כמה,4332363
שלו,4101920
היום,4049647
מי,3980102
כן,3973708
ניתן,3973665
אז,3960881
יכול,3721096
אנחנו,3586881
שני,3565721
בן,3562639
אחר,3499997
אחת,3488498
האם,3481766
דבר,3466241
שלי,3465329
שלנו,3464228
היו,3439406
לנו,3438026
הרבה,3432241
טוב,3331952
אחרי,3297879
שנים,3290843
כאן,3252222
לכם,3240327
אתה,3214834
צריך,3167899
שיש,3165819
מספר,3077952
אדם,3076512
איך,3019525
אפשר,3013224
להם,3004164
לך,2986664
אתם,2843073
אותה,2815660
זמן,2797040
אף,2786791
אותם,2786644
לה,2739628
בני,2719574
אנשים,2714224
דרך,2706830
לפי,2679858
בה,2677267
יהיה,2668777
רבים,2631684
אמר,2628055
חלק,2604899
פי,2565379
עבור,2525043
חיים,2511168
מן,2501290
אנו,2486050
אביב,2437474
שנה,2432368
חשוב,2432186
עבודה,2422821
אלה,2383406
הן,2376571
שלך,2374016
חדש,2350375
שלכם,2335073
שלהם,2316950
פעם,2302413
צילום,2298938
מקום,2290328
שלה,2266846
ראש,2261198
הייתה,2247691
אלו,2218979
גדול,2152871
מדובר,2101825
רב,2082637
בהם,2077024
שונים,2072189
אינו,2061175
ממש,2052789
רוצה,2016559
כלל,1975642
ביום,1971195
מול,1956114
למה,1915002
אחרים,1901774
הכל,1881386
בדרך,1870021
הכי,1869493
העיר,1852570
עצמו,1849931
תמיד,1841649
עליו,1841644
קשה,1817927
פשוט,1816910
נגד,1814352
אומר,1812668
מערכת,1801893
אפילו,1798607
תוך,1796774
חברת,1791355
מנת,1780786
פרק,1779785
ילדים,1774289
לב,1762730
נראה,1761531
בעלי,1741004
הזמן,1735182
משהו,1730258
עדיין,1724288
פחות,1711677
בעל,1710427
יכולים,1705786
כולל,1693989
בצורה,1690693
בלבד,1676559
ספר,1653799
אולי,1639426
אותי,1635808
האדם,1628971
ראשון,1626082
דברים,1618736
נכון,1612012
מכל,1595713
שבו,1591047
עכשיו,1581232
תל,1565070
חדשות,1562069
יחד,1548586
רבות,1544962
בלי,1543927
מאת,1514783
קצת,1513881
שעות,1510124
כפי,1498589
אי,1495525
מידע,1490682
למרות,1457592
הרי,1444394
מעט,1426745
לכן,1426057
דין,1425928
ימים,1423957
אחרת,1422419
משרד,1408597
נוספים,1408211
נוסף,1391853
מהם,1384322
פורסם,1382870
שוב,1372563
אתר,1363696
קשר,1362143
טובה,1360853
כמעט,1359723
כזה,1356693
בגלל,1346974
מיליון,1340503
איש,1340196
פה,1327689
דף,1326521
אצל,1314095
ראה,1306845
מדי,1303335
יודע,1298328
ירושלים,1294537
משה,1291983
כיצד,1289883
ועד,1287669
הזו,1280898
רוצים,1273591
הבא,1270699
בת,1269568
נשים,1269503
טיפול,1259265
דקות,1257119
שימוש,1245692
אולם,1243902
כתב,1240441
מחיר,1240077
שתי,1237148
הדבר,1232580
יכולה,1225138
שום,1223465
חברות,1215127
מים,1213979
הייתי,1212635
נמצא,1210700
גדולה,1207907
שונות,1203375
בלתי,1197838
הדרך,1193506
אינה,1192336
